station,date,reserve,min,max,planned,plan_percent,completance,coal_type,delivery,spending,days,station_id,latitude,longitude,owner,spending_a_jan2016,spending_p_jan2016,spending_g_jan2016
Придніпровська ТЕС,2017-11-24,36,204.7,205.0,100,36,-64,антрацит,0.0,2.238,16,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-24,29,40.0,205.0,55,53,-26,газове,0.0,1.395,21,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-16,35,100.0,205.0,100,35,-65,антрацит,0.0,1.149,30,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-16,24,40.0,205.0,91,26,-67,газове,3.726,3.066,8,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-07-10,109,80.0,410.0,127,86,-18,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-24,67,80.0,410.0,78,86,-11,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-03-28,42,80.0,410.0,47,89,-5,антрацит,0.0,1.712,25,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-06,40,80.0,410.0,260,15,-220,антрацит,0.0,1.99,20,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-07-05,102,80.0,410.0,115,89,-13,антрацит,1.199,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-20,25,100.0,205.0,100,25,-75,антрацит,0.689,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-20,24,40.0,205.0,52,46,-28,газове,7.456,1.505,16,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-03,34,80.0,410.0,20,170,14,антрацит,3.46,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-07,28,100.0,205.0,36,78,-8,антрацит,0.759,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-07,28,40.0,205.0,54,52,-26,газове,3.316,2.362,12,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-01,16,100.0,205.0,254,6,-238,антрацит,0.205,2.383,7,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-01,20,40.0,205.0,50,40,-30,газове,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-06-19,91,80.0,410.0,90,101,1,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-26,65,80.0,410.0,85,76,-20,антрацит,0.0,2.067,31,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-09,20,100.0,205.0,100,20,-80,антрацит,0.575,0.945,21,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-09,11,40.0,205.0,45,24,-34,газове,0.0,1.216,9,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-04-27,31,80.0,410.0,21,148,10,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-22,32,100.0,205.0,100,32,-68,антрацит,0.0,1.627,20,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-22,21,40.0,205.0,93,23,-72,газове,0.0,1.406,15,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-08,31,-68.839,100.0,100,31,-69,антрацит,1.876,0.117,265,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-08,28,-12.172999999999998,40.0,99,28,-71,газове,0.52,2.099,13,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-29,64,80.0,410.0,94,68,-30,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-26,41,100.0,205.0,85,48,-44,антрацит,0.0,1.238,33,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-26,54,40.0,205.0,78,69,-24,газове,0.0,2.135,25,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-27,23,-77.426,100.0,100,23,-77,антрацит,0.0,1.545,15,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-27,36,-3.698999999999998,40.0,105,34,-69,газове,4.665,2.504,14,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-02-28,102,80.0,410.0,80,127,22,антрацит,0.0,2.197,46,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-08-10,93,80.0,410.0,177,53,-84,антрацит,0.0,1.582,59,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-19,67,80.0,410.0,62,108,5,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-08-11,91,80.0,410.0,177,51,-86,антрацит,0.0,1.721,53,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-04-03,14,-85.645,100.0,20,70,-6,антрацит,0.064,0.328,43,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-04-03,58,18.028,40.0,83,70,-25,газове,4.021,2.879,20,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-04-19,31,80.0,410.0,26,119,5,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-05,42,80.0,410.0,258,16,-216,антрацит,0.067,2.296,18,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-11,65,80.0,410.0,36,181,29,антрацит,3.401,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-03-27,44,80.0,410.0,49,90,-5,антрацит,0.0,1.409,31,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-05,41,80.0,410.0,22,186,19,антрацит,3.459,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-09-01,61,80.0,410.0,176,35,-115,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-06-21,91,80.0,410.0,93,98,-2,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-07,29,-70.598,100.0,100,29,-71,антрацит,0.912,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-07,29,-10.594000000000001,40.0,99,29,-70,газове,2.506,3.011,10,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-12,31,80.0,410.0,270,11,-239,антрацит,0.0,1.097,28,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-03-09,81,80.0,410.0,94,86,-13,антрацит,0.0,2.406,34,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-21,24,-75.94800000000001,100.0,100,24,-76,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-21,28,-11.837,40.0,103,27,-75,газове,3.236,2.524,11,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-16,67,80.0,410.0,52,129,15,антрацит,1.383,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-06-12,97,80.0,410.0,81,120,16,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-08-09,95,80.0,410.0,177,54,-82,антрацит,0.134,1.775,54,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-17,33,80.0,410.0,279,12,-246,антрацит,3.407,1.0,33,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-22,35,100.0,205.0,100,35,-65,антрацит,1.804,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-22,28,40.0,205.0,53,53,-25,газове,3.714,1.507,19,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-19,17,-83.166,100.0,89,19,-72,антрацит,0.0,1.094,16,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-19,39,-1.311,40.0,108,36,-69,газове,0.0,1.639,24,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-07-18,109,80.0,410.0,145,75,-36,антрацит,1.397,1.319,83,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-04-03,33,80.0,410.0,36,92,-3,антрацит,0.0,1.463,23,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-14,19,100.0,205.0,100,19,-81,антрацит,0.0,1.104,17,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-14,14,40.0,205.0,48,29,-34,газове,0.0,1.372,10,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-29,45,100.0,205.0,92,49,-47,антрацит,2.025,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-29,46,40.0,205.0,81,57,-35,газове,0.0,2.847,16,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-04-28,31,80.0,410.0,20,155,11,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-08-07,97,80.0,410.0,177,55,-80,антрацит,0.0,2.284,42,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-26,20,100.0,205.0,248,8,-228,антрацит,0.0,2.178,9,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-26,15,40.0,205.0,45,33,-30,газове,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-08-15,86,80.0,410.0,176,49,-90,антрацит,0.0,1.356,63,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-22,67,80.0,410.0,72,93,-5,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-03-01,100,80.0,410.0,80,125,20,антрацит,0.0,2.269,44,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-05,27,100.0,205.0,31,87,-4,антрацит,0.48,0.78,35,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-05,23,40.0,205.0,51,45,-28,газове,0.0,1.636,14,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-03-22,51,80.0,410.0,62,82,-11,антрацит,0.0,1.395,37,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-06,17,100.0,205.0,256,7,-239,антрацит,2.317,1.133,15,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-06,15,40.0,205.0,53,28,-38,газове,0.0,0.3,50,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-02,27,-72.931,100.0,100,27,-73,антрацит,0.0,1.056,26,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-02,29,-10.855,40.0,97,30,-68,газове,5.82,2.089,14,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-05,19,-80.563,100.0,98,19,-79,антрацит,0.0,1.591,12,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-05,36,-3.8980000000000032,40.0,106,34,-70,газове,0.0,1.315,27,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-09-21,34,80.0,410.0,226,15,-192,антрацит,0.753,2.339,15,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-07-07,106,15,410.0,120,88,-14,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-19,30,100.0,205.0,242,12,-212,антрацит,0.0,2.138,14,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-19,10,40.0,205.0,40,25,-30,газове,6.763,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-21,34,100.0,205.0,100,34,-66,антрацит,8.179,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-21,26,40.0,205.0,53,49,-27,газове,3.74,1.491,17,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-03-10,78,80.0,410.0,91,86,-13,антрацит,0.0,2.801,28,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-23,24,-75.94800000000001,100.0,100,24,-76,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-02-23,31,-9.300999999999998,40.0,104,30,-73,газове,8.686,3.157,10,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-04-11,31,80.0,410.0,31,100,0,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-03,46,100.0,205.0,100,46,-54,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-03,34,40.0,205.0,86,40,-52,газове,3.046,2.836,12,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-07-24,110,80.0,410.0,159,69,-49,антрацит,0.737,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-06-15,93,80.0,410.0,85,109,8,антрацит,0.0,1.886,49,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-14,33,100.0,205.0,54,61,-21,антрацит,3.034,1.053,31,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-14,34,40.0,205.0,62,55,-28,газове,0.0,1.451,23,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-07-17,109,80.0,410.0,143,76,-34,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-10,46,100.0,205.0,100,46,-54,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-10,25,40.0,205.0,89,28,-64,газове,0.0,2.271,11,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-29,17,-83.166,100.0,83,20,-66,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-29,48,7.847000000000001,40.0,110,44,-62,газове,3.526,2.485,19,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-06-01,71,80.0,410.0,104,68,-33,антрацит,6.918,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-15,19,100.0,205.0,100,19,-81,антрацит,0.891,1.149,17,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-15,19,40.0,205.0,49,39,-30,газове,5.97,1.273,15,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-13,18,-82.07300000000001,100.0,93,19,-75,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-13,41,0.6019999999999968,40.0,107,38,-66,газове,3.588,2.648,15,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-18,35,80.0,410.0,280,12,-245,антрацит,2.773,0.878,40,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-08-29,61,80.0,410.0,176,35,-115,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-07-27,108,80.0,410.0,166,65,-58,антрацит,0.0,1.404,77,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-23,27,100.0,205.0,100,27,-73,антрацит,0.0,4.488,6,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-23,23,40.0,205.0,93,25,-70,газове,3.587,2.008,11,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-21,35,100.0,205.0,72,49,-37,антрацит,1.848,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-21,67,40.0,205.0,71,94,-4,газове,2.56,2.517,27,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-03-03,96,80.0,410.0,108,89,-12,антрацит,0.0,2.01,48,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-09-20,36,80.0,410.0,224,16,-188,антрацит,1.375,2.127,17,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-04-05,31,80.0,410.0,35,89,-4,антрацит,0.0,0.894,35,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-05-30,64,80.0,410.0,98,65,-34,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-08,21,100.0,205.0,257,8,-236,антрацит,0.412,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-08,12,40.0,205.0,54,22,-42,газове,0.0,1.245,10,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-04-14,31,80.0,410.0,29,107,2,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-10-02,49,80.0,410.0,253,19,-204,антрацит,1.036,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-08-02,106,80.0,410.0,177,60,-71,антрацит,0.0,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-12,28,100.0,205.0,49,57,-21,антрацит,0.775,0.574,49,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-12-12,37,40.0,205.0,60,62,-23,газове,3.744,2.162,17,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-03,21,-79.113,100.0,99,21,-78,антрацит,0.273,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-03-03,39,-1.1910000000000025,40.0,106,37,-67,газове,3.824,2.918,13,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-26,22,100.0,205.0,100,22,-78,антрацит,0.0,0.711,31,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2018-01-26,22,40.0,205.0,94,23,-72,газове,3.715,2.527,9,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-02,17,100.0,205.0,254,7,-237,антрацит,3.866,2.541,7,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-02,19,40.0,205.0,51,37,-32,газове,0.0,0.966,20,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
Придніпровська ТЕС,2017-11-16,20,100.0,205.0,100,20,-80,антрацит,1.377,0.0,0,n,48.403499,35.118088,"ДТЕК, Рінат Ахметов",4.7,0.0,0.0
